order_item_id,order_id,product_id,quantity,price
1197,1433,123,1,15639
1198,1650,223,4,10747
1199,1901,156,3,30812
1200,468,279,3,21561
1201,1837,178,2,38787
1202,254,168,1,38032
1203,877,213,2,47639
1204,24,196,4,49420
1205,1335,7,2,36111
1206,1829,150,3,63822
1207,686,88,5,48286
1208,1522,28,2,73313
1209,1711,27,5,68979
1210,1156,156,5,30812
1211,1400,155,1,55976
1212,866,71,4,32551
1213,981,291,4,881
1214,877,20,1,15753
1215,126,91,4,14200
1216,43,6,1,65480
1217,827,236,1,48023
1218,320,62,2,40166
1219,799,30,2,50548
1220,1125,209,5,63375
1221,1399,289,3,70425
1222,1799,51,1,22032
1223,209,278,1,70952
1224,1537,112,5,32151
1225,243,80,4,51136
1226,1345,66,2,23594
1227,1911,84,1,57382
1228,1245,22,5,72670
1229,18,130,4,74149
1230,748,36,5,59058
1231,374,228,3,39314
1232,800,205,2,73578
1233,95,132,2,72742
1234,547,176,1,57855
1235,403,159,5,7372
1236,655,173,5,23010
1237,730,97,3,15647
1238,1918,140,4,46637
1239,267,233,1,22803
1240,5,193,2,66327
1241,1973,161,1,71373
1242,886,96,5,55407
1243,1243,282,3,22946
1244,1766,17,4,69101
1245,821,166,5,32826
1246,213,114,1,51081
1247,1891,17,5,69101
1248,1482,137,5,40811
1249,1930,286,1,14521
1250,1312,120,4,55120
1251,1306,205,1,73578
1252,1931,172,2,18332
1253,1278,8,1,22298
1254,597,217,5,28444
1255,358,131,4,62410
1256,491,201,2,21732
1257,1863,174,5,20729
1258,668,153,3,11817
1259,1553,208,1,19224
1260,210,98,2,23508
1261,645,206,1,77858
1262,582,284,1,8456
1263,415,206,1,77858
1264,947,296,4,57194
1265,389,136,1,71487
1266,1548,8,3,22298
1267,1306,162,5,74985
1268,1650,95,3,2417
1269,1957,217,5,28444
1270,141,71,5,32551
1271,35,73,5,62668
1272,788,33,2,37525
1273,494,105,2,7487
1274,1089,186,5,7524
1275,690,44,4,25630
1276,1391,134,3,61314
1277,12,6,1,65480
1278,934,205,4,73578
1279,1550,290,4,39776
1280,832,189,4,9944
1281,1639,194,4,79132
1282,70,216,5,8336
1283,1786,35,3,45264
1284,653,27,3,68979
1285,81,121,2,38961
1286,134,269,3,69110
1287,1768,267,2,21797
1288,374,192,1,35481
1289,627,51,4,22032
1290,866,30,2,50548
1291,1802,252,1,10731
1292,1433,284,4,8456
1293,450,224,1,73472
1294,130,64,4,21839
1295,710,36,5,59058
1296,1721,283,2,5733
1297,1642,6,1,65480
1298,131,24,2,25662
1299,616,63,1,56699
1300,1459,88,3,48286
1301,1649,277,2,14294
1302,1532,257,2,48286
1303,1008,253,4,35313
1304,1229,73,5,62668
1305,1149,55,5,23449
1306,276,23,2,63064
1307,1005,53,3,46073
1308,183,42,5,32068
1309,307,38,2,22586
1310,155,114,3,51081
1311,999,176,1,57855
1312,1126,132,1,72742
1313,1556,209,1,63375
1314,996,56,1,73739
1315,1434,24,5,25662
1316,1848,269,1,69110
1317,664,28,1,73313
1318,67,180,4,46162
1319,747,286,3,14521
1320,885,1,1,16160
1321,12,99,1,20686
1322,1695,43,3,7488
1323,749,282,4,22946
1324,304,219,5,79740
1325,1410,229,4,73396
1326,1966,255,2,42977
1327,883,148,5,1156
1328,1586,265,5,29609
1329,305,134,2,61314
1330,199,53,5,46073
1331,1542,72,5,51147
1332,603,42,2,32068
1333,916,258,3,37968
1334,644,240,4,42131
1335,1916,123,1,15639
1336,1354,10,5,51332
1337,1192,156,3,30812
1338,1127,20,4,15753
1339,293,136,4,71487
1340,1609,172,5,18332
1341,763,175,5,68600
1342,1919,184,5,47839
1343,1852,202,4,78084
1344,257,275,4,59305
1345,1992,220,5,16960
1346,1171,56,3,73739
1347,794,219,5,79740
1348,37,168,5,38032
1349,296,142,3,31857
1350,380,134,3,61314
1351,1699,249,1,3513
1352,1582,187,1,72619
1353,355,159,2,7372
1354,1709,2,2,23346
1355,189,85,5,6764
1356,18,152,5,7522
1357,369,266,4,71235
1358,1885,242,3,66085
1359,189,81,4,72735
1360,1916,240,4,42131
1361,373,140,2,46637
1362,1218,289,2,70425
1363,335,231,1,35645
1364,1213,64,4,21839
1365,1454,289,2,70425
1366,770,70,1,45796
1367,1759,252,3,10731
1368,1029,5,5,59227
1369,1938,82,2,4126
1370,1103,147,1,25534
1371,785,294,4,15289
1372,902,284,4,8456
1373,484,261,3,13527
1374,433,80,1,51136
1375,1939,135,3,79563
1376,495,243,3,13095
1377,532,149,5,6030
1378,322,196,5,49420
1379,62,92,2,44361
1380,734,28,2,73313
1381,717,208,2,19224
1382,436,152,1,7522
1383,1736,121,1,38961
1384,376,27,3,68979
1385,231,9,4,18294
1386,1107,36,1,59058
1387,393,34,4,67022
1388,488,75,5,73656
1389,348,24,3,25662
1390,411,275,1,59305
1391,339,81,5,72735
1392,122,234,3,47800
1393,224,170,1,2333
1394,840,130,1,74149
1395,878,222,2,7679
1396,733,295,5,32037
1397,1655,32,5,33883
1398,882,272,2,58129
1399,932,92,4,44361
1400,1880,76,1,4598
1401,1573,98,5,23508
1402,1067,212,4,63948
1403,1742,112,1,32151
1404,1255,262,3,29602
1405,1688,291,1,881
1406,1979,156,1,30812
1407,577,213,2,47639
1408,1880,2,4,23346
1409,1806,173,3,23010
1410,502,130,4,74149
1411,1587,189,2,9944
1412,973,22,3,72670
1413,516,36,5,59058
1414,1383,194,5,79132
1415,1005,272,2,58129
1416,1624,30,4,50548
1417,107,258,3,37968
1418,100,187,2,72619
1419,1245,59,3,47710
1420,154,32,5,33883
1421,539,215,3,36148
1422,257,296,3,57194
1423,1087,183,1,22648
1424,1126,140,5,46637
1425,1255,174,3,20729
1426,1278,100,5,23968
1427,494,93,4,68326
1428,531,89,1,23578
1429,618,174,5,20729
1430,1318,217,4,28444
1431,418,259,5,72994
1432,691,182,1,36481
1433,633,138,5,61705
1434,1951,145,5,63707
1435,528,214,3,1561
1436,1085,16,1,60563
1437,843,281,3,32495
1438,1719,133,1,66139
1439,85,68,3,14502
1440,1405,280,4,19003
1441,1508,254,2,31125
1442,914,236,5,48023
1443,279,189,4,9944
1444,891,69,3,38506
1445,1970,232,1,76955
1446,1761,137,1,40811
1447,885,43,1,7488
1448,1989,153,2,11817
1449,1989,58,2,25071
1450,1027,114,5,51081
1451,901,43,5,7488
1452,703,283,5,5733
1453,682,186,2,7524
1454,424,84,3,57382
1455,358,48,5,7071
1456,1216,189,5,9944
1457,1853,243,1,13095
1458,1633,147,4,25534
1459,658,250,4,57399
1460,653,218,3,46157
1461,1429,229,3,73396
1462,1084,138,1,61705
1463,578,97,3,15647
1464,1431,219,3,79740
1465,1077,153,4,11817
1466,1932,263,1,55506
1467,1901,126,3,34565
1468,1680,33,3,37525
1469,1513,268,4,19423
1470,191,298,2,52617
1471,1210,158,2,26501
1472,318,107,3,5208
1473,785,25,1,56434
1474,689,158,4,26501
1475,1477,118,2,48600
1476,1779,41,3,52474
1477,710,213,1,47639
1478,1260,92,2,44361
1479,1978,203,3,1755
1480,1064,255,4,42977
1481,1169,29,2,1515
1482,1386,189,5,9944
1483,568,105,5,7487
1484,174,99,4,20686
1485,75,288,1,66172
1486,1503,116,3,9864
1487,1095,174,2,20729
1488,6,270,4,71934
1489,1310,51,3,22032
1490,539,226,1,55443
1491,1181,204,2,78455
1492,664,191,4,58529
1493,1047,10,5,51332
1494,1351,66,1,23594
1495,1267,72,5,51147
1496,304,126,1,34565
1497,591,279,1,21561
1498,895,41,3,52474
1499,198,33,2,37525
1500,1749,131,4,62410
1501,46,128,2,29433
1502,1694,151,5,27058
1503,156,37,2,71253
1504,1709,278,5,70952
1505,1803,54,5,62209
1506,1616,236,3,48023
1507,760,173,4,23010
1508,1958,156,5,30812
1509,726,284,1,8456
1510,1886,78,1,62906
1511,288,173,2,23010
1512,318,217,1,28444
1513,1163,142,4,31857
1514,1259,282,3,22946
1515,486,36,5,59058
1516,1235,237,1,4469
1517,1208,215,2,36148
1518,148,79,3,38406
1519,1426,298,2,52617
1520,492,151,2,27058
1521,555,93,5,68326
1522,910,293,5,21663
1523,690,284,3,8456
1524,140,55,2,23449
1525,143,289,1,70425
1526,917,197,5,24426
1527,1398,100,3,23968
1528,340,117,3,27927
1529,471,80,4,51136
1530,1273,70,2,45796
1531,1198,132,3,72742
1532,722,70,5,45796
1533,1119,147,2,25534
1534,936,61,3,13560
1535,1430,59,1,47710
1536,1533,160,5,24925
1537,825,238,1,39680
1538,1670,226,2,55443
1539,1475,80,1,51136
1540,296,46,2,75766
1541,863,114,4,51081
1542,1402,10,5,51332
1543,1695,41,2,52474
1544,1075,238,4,39680
1545,1891,152,2,7522
1546,292,77,2,23855
1547,1874,8,2,22298
1548,1559,198,2,36398
1549,914,132,2,72742
1550,1117,234,2,47800
1551,1170,171,1,53367
1552,405,70,2,45796
1553,1863,125,4,10999
1554,867,277,5,14294
1555,931,187,4,72619
1556,957,271,4,33362
1557,1382,249,5,3513
1558,1130,95,5,2417
1559,133,83,5,23812
1560,848,71,3,32551
1561,1779,171,4,53367
1562,846,102,2,36425
1563,180,39,1,78557
1564,1155,31,2,56011
1565,445,45,5,78282
1566,284,164,5,62031
1567,1104,190,2,9679
1568,604,207,1,41292
1569,1543,130,2,74149
1570,1313,24,3,25662
1571,1284,199,2,34213
1572,1079,19,3,75908
1573,1236,23,3,63064
1574,72,135,3,79563
1575,435,88,1,48286
1576,456,192,3,35481
1577,44,287,3,49394
1578,181,187,2,72619
1579,237,199,2,34213
1580,1024,127,5,55746
1581,1393,264,3,13536
1582,1817,261,4,13527
1583,1288,62,3,40166
1584,1212,19,5,75908
1585,1854,66,4,23594
1586,1510,227,2,6511
1587,521,61,2,13560
1588,1948,253,5,35313
1589,786,181,3,49865
1590,1432,230,1,9673
1591,1517,193,2,66327
1592,1189,187,2,72619
1593,1513,289,2,70425
1594,1702,32,4,33883
1595,1620,104,4,41994
1596,1096,174,5,20729
1597,1176,210,5,2636
1598,598,183,2,22648
1599,332,97,3,15647
1600,245,266,4,71235
1601,1302,228,3,39314
1602,445,165,5,14506
1603,263,103,4,74263
1604,107,59,3,47710
1605,320,169,4,74790
1606,122,262,5,29602
1607,1818,182,3,36481
1608,394,240,2,42131
1609,1391,213,2,47639
1610,1442,299,4,38762
1611,1292,224,1,73472
1612,287,205,1,73578
1613,1738,58,3,25071
1614,1405,26,4,61285
1615,1729,213,3,47639
1616,1744,167,2,32983
1617,748,61,4,13560
1618,1578,36,2,59058
1619,916,256,3,57429
1620,184,300,1,2841
1621,1613,65,4,43524
1622,1133,50,2,21174
1623,1629,260,3,13168
1624,632,299,1,38762
1625,1658,188,4,60932
1626,752,141,5,34431
1627,1259,249,3,3513
1628,448,142,4,31857
1629,540,148,3,1156
1630,1727,17,3,69101
1631,58,41,2,52474
1632,137,172,3,18332
1633,576,93,4,68326
1634,1102,144,4,43611
1635,521,169,3,74790
1636,849,31,5,56011
1637,772,198,1,36398
1638,283,299,4,38762
1639,1011,109,4,12374
1640,1563,282,3,22946
1641,1900,245,5,57781
1642,755,242,5,66085
1643,727,31,4,56011
1644,1630,73,1,62668
1645,771,56,5,73739
1646,1304,235,3,1451
1647,1692,35,4,45264
1648,108,236,4,48023
1649,1686,233,2,22803
1650,1570,50,2,21174
1651,1716,249,3,3513
1652,425,190,4,9679
1653,991,26,4,61285
1654,1646,232,4,76955
1655,157,132,5,72742
1656,298,11,5,13430
1657,106,124,2,61075
1658,1302,11,3,13430
1659,838,143,5,39356
1660,1806,222,1,7679
1661,807,18,4,4812
1662,1201,155,3,55976
1663,1883,19,3,75908
1664,1475,293,5,21663
1665,1408,297,2,34940
1666,1293,213,2,47639
1667,1814,179,1,47267
1668,871,36,4,59058
1669,31,62,1,40166
1670,1715,274,3,64036
1671,762,24,4,25662
1672,1347,73,2,62668
1673,1391,159,3,7372
1674,1853,118,3,48600
1675,641,277,2,14294
1676,922,140,1,46637
1677,776,136,1,71487
1678,1414,192,5,35481
1679,1747,28,2,73313
1680,440,256,1,57429
1681,675,48,5,7071
1682,45,135,3,79563
1683,489,127,5,55746
1684,157,130,5,74149
1685,1319,10,5,51332
1686,53,288,3,66172
1687,1283,185,4,25232
1688,1151,108,2,57551
1689,1487,105,3,7487
1690,821,160,5,24925
1691,194,139,2,2765
1692,1043,115,5,20804
1693,1402,281,2,32495
1694,928,292,2,53929
1695,1542,13,5,14754
1696,859,32,4,33883
1697,1910,143,4,39356
1698,1399,100,3,23968
1699,148,135,4,79563
1700,1918,155,3,55976
1701,1217,289,2,70425
1702,1796,7,4,36111
1703,481,245,3,57781
1704,1046,257,2,48286
1705,1921,137,1,40811
1706,1975,26,1,61285
1707,552,91,3,14200
1708,999,46,3,75766
1709,588,1,1,16160
1710,449,75,5,73656
1711,1423,96,5,55407
1712,1252,52,5,46290
1713,967,217,2,28444
1714,1781,177,5,41201
1715,1232,33,5,37525
1716,1129,22,4,72670
1717,1130,83,1,23812
1718,609,259,2,72994
1719,727,89,3,23578
1720,1357,138,3,61705
1721,286,242,5,66085
1722,1144,110,5,56565
1723,1322,211,3,36659
1724,632,10,3,51332
1725,1797,183,2,22648
1726,757,116,4,9864
1727,840,48,4,7071
1728,1568,248,2,79073
1729,1623,14,5,18758
1730,325,232,4,76955
1731,1169,124,4,61075
1732,214,39,3,78557
1733,779,252,3,10731
1734,1879,272,2,58129
1735,1390,271,1,33362
1736,926,137,3,40811
1737,1890,286,4,14521
1738,305,2,4,23346
1739,1196,207,2,41292
1740,699,222,1,7679
1741,1498,39,3,78557
1742,1939,268,2,19423
1743,587,214,4,1561
1744,998,7,1,36111
1745,793,240,5,42131
1746,1605,220,4,16960
1747,590,6,3,65480
1748,46,288,2,66172
1749,505,211,1,36659
1750,489,193,2,66327
1751,1902,140,5,46637
1752,962,38,1,22586
1753,1659,8,3,22298
1754,1458,282,2,22946
1755,1123,190,3,9679
1756,1056,207,5,41292
1757,163,106,5,50323
1758,165,36,5,59058
1759,747,11,5,13430
1760,136,10,2,51332
1761,679,34,1,67022
1762,1045,284,3,8456
1763,1659,20,4,15753
1764,671,80,2,51136
1765,1385,197,1,24426
1766,663,140,1,46637
1767,383,85,3,6764
1768,209,275,4,59305
1769,248,180,4,46162
1770,1629,115,3,20804
1771,137,6,5,65480
1772,1759,163,2,76829
1773,1652,189,4,9944
1774,1451,134,1,61314
1775,1137,264,2,13536
1776,1307,1,1,16160
1777,1444,20,2,15753
1778,1173,287,1,49394
1779,1100,102,1,36425
1780,1125,288,4,66172
1781,1543,188,5,60932
1782,1126,122,1,6796
1783,1147,23,3,63064
1784,1263,119,1,39702
1785,668,33,2,37525
1786,528,222,4,7679
1787,359,124,3,61075
1788,1227,247,3,14629
1789,1940,11,4,13430
1790,1113,176,5,57855
1791,1556,75,5,73656
1792,453,23,2,63064
1793,176,234,2,47800
1794,782,210,1,2636
1795,1942,93,3,68326
1796,324,106,3,50323
1797,971,2,2,23346
1798,20,251,1,71585
1799,266,283,5,5733
1800,1698,168,1,38032
1801,746,183,4,22648
1802,926,122,2,6796
1803,1561,109,2,12374
1804,287,296,1,57194
1805,1963,115,1,20804
1806,665,245,3,57781
1807,1441,262,3,29602
1808,416,264,2,13536
1809,1254,42,1,32068
1810,1169,263,3,55506
1811,1053,220,1,16960
1812,1169,295,1,32037
1813,719,268,4,19423
1814,672,216,3,8336
1815,893,250,3,57399
1816,631,177,3,41201
1817,1007,242,3,66085
1818,1989,184,4,47839
1819,695,263,1,55506
1820,422,8,5,22298
1821,1576,297,3,34940
1822,1767,252,2,10731
1823,634,291,2,881
1824,578,208,5,19224
1825,1911,184,3,47839
1826,564,140,1,46637
1827,751,107,3,5208
1828,1117,250,5,57399
1829,352,24,4,25662
1830,1007,74,3,29053
1831,1973,5,1,59227
1832,731,50,1,21174
1833,141,173,5,23010
1834,1980,193,4,66327
1835,1,212,4,63948
1836,1012,188,4,60932
1837,92,264,4,13536
1838,1360,79,4,38406
1839,755,263,5,55506
1840,1679,77,2,23855
1841,915,141,2,34431
1842,1940,44,3,25630
1843,578,274,4,64036
1844,1433,181,5,49865
1845,1636,112,1,32151
1846,1830,204,1,78455
1847,1709,8,3,22298
1848,1818,22,1,72670
1849,424,176,1,57855
1850,447,101,3,6154
1851,819,43,5,7488
1852,715,238,5,39680
1853,1357,91,3,14200
1854,902,112,1,32151
1855,1776,288,1,66172
1856,62,151,1,27058
1857,1481,299,2,38762
1858,1470,199,4,34213
1859,1751,258,3,37968
1860,1787,208,1,19224
1861,656,73,2,62668
1862,1165,23,3,63064
1863,925,187,3,72619
1864,359,124,4,61075
1865,81,251,5,71585
1866,173,39,5,78557
1867,924,260,2,13168
1868,762,147,4,25534
1869,590,125,1,10999
1870,1076,126,5,34565
1871,1154,10,5,51332
1872,215,162,5,74985
1873,747,98,4,23508
1874,186,55,2,23449
1875,1705,124,3,61075
1876,1168,292,5,53929
1877,298,146,4,57810
1878,89,109,5,12374
1879,1637,282,1,22946
1880,361,266,2,71235
1881,1195,13,1,14754
1882,1080,253,2,35313
1883,678,72,1,51147
1884,308,177,2,41201
1885,2000,80,3,51136
1886,652,98,4,23508
1887,1127,266,1,71235
1888,268,119,5,39702
1889,942,115,4,20804
1890,896,44,5,25630
1891,840,63,5,56699
1892,242,202,1,78084
1893,585,226,1,55443
1894,1029,210,2,2636
1895,954,75,4,73656
1896,1815,243,3,13095
1897,465,219,4,79740
1898,557,14,5,18758
1899,1520,230,2,9673
1900,121,9,1,18294
1901,1847,288,4,66172
1902,1166,260,3,13168
1903,1056,197,2,24426
1904,657,284,3,8456
1905,1716,278,5,70952
1906,39,226,2,55443
1907,348,118,3,48600
1908,797,300,2,2841
1909,659,117,2,27927
1910,1137,58,5,25071
1911,178,200,5,23490
1912,1077,147,3,25534
1913,338,30,1,50548
1914,300,16,3,60563
1915,1076,9,5,18294
1916,1401,277,3,14294
1917,1644,161,5,71373
1918,1816,228,4,39314
1919,1819,116,2,9864
1920,264,251,2,71585
1921,1477,165,1,14506
1922,1726,24,4,25662
1923,49,94,2,7919
1924,1212,186,3,7524
1925,1278,93,4,68326
1926,1885,31,2,56011
1927,526,292,3,53929
1928,545,135,3,79563
1929,1127,148,4,1156
1930,1023,201,1,21732
1931,136,12,5,70678
1932,1935,300,4,2841
1933,1060,287,1,49394
1934,1676,66,3,23594
1935,1087,272,5,58129
1936,1021,140,2,46637
1937,1849,103,3,74263
1938,402,18,2,4812
1939,1075,53,2,46073
1940,169,63,3,56699
1941,864,48,2,7071
1942,932,58,4,25071
1943,1055,259,2,72994
1944,1574,39,4,78557
1945,153,186,5,7524
1946,364,214,3,1561
1947,165,56,4,73739
1948,1452,206,1,77858
1949,1407,83,1,23812
1950,122,259,3,72994
1951,50,120,1,55120
1952,877,6,3,65480
1953,771,152,5,7522
1954,562,230,4,9673
1955,1643,275,4,59305
1956,947,243,1,13095
1957,829,63,4,56699
1958,1983,91,2,14200
1959,1777,21,4,38420
1960,1262,21,1,38420
1961,1895,175,4,68600
1962,1792,111,3,52888
1963,196,107,5,5208
1964,1129,21,4,38420
1965,355,200,1,23490
1966,1543,251,5,71585
1967,627,243,3,13095
1968,1909,232,3,76955
1969,606,244,2,43756
1970,1216,202,1,78084
1971,1244,276,5,22839
1972,251,182,1,36481
1973,1748,122,5,6796
1974,1251,299,1,38762
1975,244,289,1,70425
1976,491,50,2,21174
1977,780,209,1,63375
1978,51,223,5,10747
1979,568,265,5,29609
1980,1955,4,3,6224
1981,1987,296,3,57194
1982,310,130,3,74149
1983,681,227,2,6511
1984,1569,60,4,22191
1985,1895,52,5,46290
1986,1968,109,1,12374
1987,246,154,4,53551
1988,509,259,3,72994
1989,502,167,2,32983
1990,939,177,3,41201
1991,1441,245,4,57781
1992,868,9,2,18294
1993,1800,233,1,22803
1994,408,163,3,76829
1995,1229,211,3,36659
1996,1505,50,4,21174
1997,1844,281,1,32495
1998,1335,149,5,6030
1999,633,218,2,46157
2000,141,7,3,36111
2001,56,165,3,14506
2002,1700,46,4,75766
2003,819,235,4,1451
2004,577,245,5,57781
2005,496,276,2,22839
2006,552,201,3,21732
2007,944,286,5,14521
2008,507,288,3,66172
2009,1499,67,4,51875
2010,1384,194,5,79132
2011,1382,258,2,37968
2012,1059,44,4,25630
2013,638,286,2,14521
2014,111,211,5,36659
2015,1044,22,4,72670
2016,136,101,1,6154
2017,1213,36,1,59058
2018,1212,58,1,25071
2019,996,155,3,55976
2020,620,298,1,52617
2021,1545,84,3,57382
2022,1608,249,2,3513
2023,1164,239,4,71901
2024,1384,178,3,38787
2025,455,144,5,43611
2026,1545,88,2,48286
2027,254,281,1,32495
2028,436,87,2,52776
2029,1497,180,2,46162
2030,48,9,1,18294
2031,36,287,1,49394
2032,1244,251,5,71585
2033,793,137,1,40811
2034,1042,245,1,57781
2035,970,237,2,4469
2036,718,90,2,10799
2037,1372,40,3,78064
2038,1001,60,4,22191
2039,659,227,2,6511
2040,1712,180,3,46162
2041,566,277,1,14294
2042,617,7,2,36111
2043,904,158,1,26501
2044,1244,67,4,51875
2045,1286,226,2,55443
2046,1918,184,1,47839
2047,907,280,3,19003
2048,1251,150,1,63822
2049,31,5,3,59227
2050,192,223,1,10747
2051,557,153,3,11817
2052,927,154,5,53551
2053,1206,52,5,46290
2054,1500,72,4,51147
2055,1094,286,1,14521
2056,1466,291,1,881
2057,944,208,1,19224
2058,1376,14,4,18758
2059,520,48,1,7071
2060,1950,217,5,28444
2061,33,114,2,51081
2062,375,233,3,22803
2063,1294,109,5,12374
2064,3,129,5,74967
2065,1901,65,4,43524
2066,1254,98,5,23508
2067,324,255,4,42977
2068,1397,65,2,43524
2069,1450,189,3,9944
2070,1616,300,1,2841
2071,1016,46,2,75766
2072,1614,243,3,13095
2073,1534,192,4,35481
2074,991,39,1,78557
2075,129,134,2,61314
2076,1248,166,3,32826
2077,892,74,2,29053
2078,732,142,5,31857
2079,891,45,3,78282
2080,683,194,4,79132
2081,843,96,3,55407
2082,273,199,3,34213
2083,321,196,5,49420
2084,1281,164,3,62031
2085,1255,291,2,881
2086,1005,183,3,22648
2087,1957,215,3,36148
2088,1711,75,5,73656
2089,1103,60,5,22191
2090,1845,60,1,22191
2091,412,291,2,881
2092,836,32,3,33883
2093,448,271,4,33362
2094,1763,270,2,71934
2095,124,40,4,78064
2096,1659,105,4,7487
2097,83,243,1,13095
2098,1353,150,1,63822
2099,1510,231,4,35645
2100,796,89,5,23578
2101,658,184,5,47839
2102,1408,129,4,74967
2103,294,173,4,23010
2104,144,25,3,56434
2105,758,87,5,52776
2106,138,230,4,9673
2107,1742,84,3,57382
2108,1701,123,5,15639
2109,148,279,4,21561
2110,1202,164,3,62031
2111,3,23,4,63064
2112,544,248,5,79073
2113,1069,174,5,20729
2114,378,166,4,32826
2115,1443,269,1,69110
2116,21,84,1,57382
2117,830,285,1,78454
2118,1455,28,1,73313
2119,1793,78,3,62906
2120,135,130,4,74149
2121,715,158,4,26501
2122,989,288,5,66172
2123,1762,17,4,69101
2124,542,68,5,14502
2125,815,33,5,37525
2126,368,6,3,65480
2127,567,39,5,78557
2128,838,89,5,23578
2129,795,176,3,57855
2130,1445,155,4,55976
2131,729,229,1,73396
2132,788,136,2,71487
2133,64,213,4,47639
2134,1898,248,2,79073
2135,193,136,3,71487
2136,183,274,2,64036
2137,100,271,1,33362
2138,1897,122,2,6796
2139,455,228,2,39314
2140,630,65,1,43524
2141,877,70,3,45796
2142,1918,290,1,39776
2143,1282,115,5,20804
2144,1755,88,5,48286
2145,1385,4,1,6224
2146,1873,49,3,52539
2147,259,29,2,1515
2148,1844,153,5,11817
2149,627,101,4,6154
2150,1817,26,5,61285
2151,1688,55,4,23449
2152,870,90,1,10799
2153,20,83,3,23812
2154,1607,206,4,77858
2155,141,281,3,32495
2156,623,207,4,41292
2157,738,258,2,37968
2158,511,223,2,10747
2159,1266,84,1,57382
2160,1941,232,4,76955
2161,40,28,5,73313
2162,620,284,2,8456
2163,1630,149,3,6030
2164,601,136,3,71487
2165,1927,111,5,52888
2166,422,261,1,13527
2167,1271,230,4,9673
2168,699,156,2,30812
2169,1128,72,1,51147
2170,1402,126,2,34565
2171,202,27,1,68979
2172,960,262,5,29602
2173,1565,158,5,26501
2174,1949,26,1,61285
2175,1116,279,2,21561
2176,405,286,1,14521
2177,243,116,2,9864
2178,276,185,3,25232
2179,216,269,4,69110
2180,1312,185,3,25232
2181,1374,72,1,51147
2182,262,290,1,39776
2183,1275,121,3,38961
2184,1965,137,2,40811
2185,247,258,5,37968
2186,411,204,4,78455
2187,1236,295,3,32037
2188,1300,217,1,28444
2189,1454,188,4,60932
2190,975,89,2,23578
2191,1687,173,1,23010
2192,1424,97,1,15647
2193,477,229,1,73396
2194,1645,275,2,59305
2195,359,44,5,25630
2196,153,93,4,68326
2197,1410,58,4,25071
2198,692,281,3,32495
2199,436,245,3,57781
2200,1448,53,1,46073
2201,1087,280,5,19003
2202,1792,34,3,67022
2203,1748,297,5,34940
2204,881,246,5,28052
2205,666,263,1,55506
2206,648,80,1,51136
2207,1028,125,2,10999
2208,961,198,4,36398
2209,1515,252,4,10731
2210,513,155,3,55976
2211,499,101,1,6154
2212,1788,31,1,56011
2213,1376,127,5,55746
2214,1351,43,2,7488
2215,857,223,4,10747
2216,1088,63,4,56699
2217,1421,114,3,51081
2218,721,75,4,73656
2219,94,118,4,48600
2220,1340,100,1,23968
2221,1829,191,1,58529
2222,1856,294,4,15289
2223,348,186,5,7524
2224,1662,134,3,61314
2225,545,213,5,47639
2226,462,227,1,6511
2227,215,296,2,57194
2228,1719,272,1,58129
2229,455,240,5,42131
2230,131,37,2,71253
2231,514,292,4,53929
2232,1598,199,1,34213
2233,861,8,5,22298
2234,520,167,1,32983
2235,1317,235,5,1451
2236,1005,98,2,23508
2237,949,53,3,46073
2238,87,101,1,6154
2239,739,124,3,61075
2240,430,299,4,38762
2241,1452,237,2,4469
2242,829,211,2,36659
2243,1670,205,3,73578
2244,1289,72,4,51147
2245,445,262,4,29602
2246,942,119,2,39702
2247,1759,228,5,39314
2248,15,227,4,6511
2249,1961,264,3,13536
2250,282,3,4,43499
2251,340,23,5,63064
2252,1937,48,2,7071
2253,1779,51,4,22032
2254,1141,105,3,7487
2255,657,199,1,34213
2256,776,162,3,74985
2257,1056,122,3,6796
2258,332,219,3,79740
2259,1910,157,3,63575
2260,1810,120,5,55120
2261,677,93,4,68326
2262,1363,274,5,64036
2263,1162,232,1,76955
2264,1929,80,5,51136
2265,263,214,4,1561
2266,853,227,2,6511
2267,796,122,2,6796
2268,398,275,2,59305
2269,957,68,5,14502
2270,282,86,4,76283
2271,983,119,5,39702
2272,1823,241,5,17316
2273,553,283,5,5733
2274,1787,187,2,72619
2275,1758,79,2,38406
2276,591,165,1,14506
2277,1324,95,1,2417
2278,292,154,1,53551
2279,756,26,1,61285
2280,743,260,1,13168
2281,318,30,1,50548
2282,1316,241,5,17316
2283,758,236,4,48023
2284,1969,174,5,20729
2285,124,73,2,62668
2286,385,173,2,23010
2287,1671,14,5,18758
2288,540,280,4,19003
2289,1845,24,2,25662
2290,38,102,4,36425
2291,9,45,4,78282
2292,1818,220,3,16960
2293,171,43,2,7488
2294,1883,6,2,65480
2295,1628,11,3,13430
2296,970,1,2,16160
2297,1543,264,1,13536
2298,799,261,4,13527
2299,192,164,2,62031
2300,464,114,2,51081
2301,1668,159,2,7372
2302,1391,186,1,7524
2303,560,113,1,68082
2304,169,176,1,57855
2305,23,281,5,32495
2306,996,129,4,74967
2307,766,176,1,57855
2308,1315,115,5,20804
2309,682,102,5,36425
2310,1943,194,2,79132
2311,1087,24,3,25662
2312,650,131,5,62410
2313,1228,234,3,47800
2314,1021,7,2,36111
2315,1667,244,2,43756
2316,267,127,3,55746
